"","X","Y","OBJECTID_1","OBJECTID","BLDG_ID","BLDG_NAME","ADDRESS","CITY","ZIPCODE","CSP_SCH_ID","SCH_ID","SCH_NAME","SCH_LABEL","SCH_TYPE","SHARED","COMPLEX","POINT_X","POINT_Y","school_name_2","ORG_CODE","DISTRICT_NAME","SCHOOL","COUNTY","School_Total","PK","K","Gr.1","Gr.2","Gr.3","Gr.4","Gr.5","Gr.6","Gr.7","Gr.8","Gr.9","Gr.10","Gr.11","Gr.12","SPED_Beyond_Grade_12","School Name.x","# Enrolled Grades 09 through 12","# Dropout All Grades","% Dropout All Grades","% Dropout Grade 09","% Dropout Grade 10","% Dropout Grade 11","% Dropout Grade 12","School Name.y","Tests Taken","Reading / Writing","Writing","Math","sch_int","School.Name.x","Subject.x","P.A..","P.A...1","A..","A...1","P..","P...1","NI..","NI...1","W.F..","W.F...1","Student.Included","CPI","Ave..SGP","Included.In.Ave..SGP","School.Name.y","Subject.y","M.E...x","M.E...1.x","E...x","E...1.x","M...x","M...1.x","PM...x","PM...1.x","NM...x","NM...1.x","No..of.Students.Included.x","Avg..Scaled.Score.x","SGP.x","Included.In.SGP.x","Ach..PCTL.x","School.Name","Subject","M.E...y","M.E...1.y","E...y","E...1.y","M...y","M...1.y","PM...y","PM...1.y","NM...y","NM...1.y","No..of.Students.Included.y","Avg..Scaled.Score.y","SGP.y","Included.In.SGP.y","Ach..PCTL.y"
"85",-71.1138674415562,42.3070351533126,121,128,123,"Agassiz Building","20 Child St","Jamaica Plain",2130,4285,4285,"Mission Hill K-8","Mission Hill K-8","K-8","Shared"," ",760615.274078,2937144.85602,"Mission Hill School","0035","Boston","00350382","Suffolk",220,29,22,19,33,19,22,24,21,18,13,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350382,"Boston - Mission Hill School","SCIENCE AND TECH/ENG",9,22,2,5,7,17,9,22,23,56,41,47,"N/A","N/A","Boston - Mission Hill School","MATH","          19",16,"           2",2,"          17",14,"          44",36,"          59",48,"         122",474.6,36,"          94",3,"Boston - Mission Hill School","ELA","          30",24,"           5",4,"          25",20,"          48",39,"          46",37,"         124",484.1,35.7,"          94",6
"86",-71.1410506129511,42.28122865607,91,97,127,"Mozart Bldg","236 Beech Street","Roslindale",2131,4082,4082,"Mozart Elementary","Mozart","ES"," "," ",753301.878441,2927708.44178,"Mozart","0035","Boston","00350237","Suffolk",171,25,24,22,25,27,25,23,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350237,"Boston - Mozart","SCIENCE AND TECH/ENG",8,38,2,10,6,29,10,48,3,14,21,79.8,"N/A","N/A","Boston - Mozart","MATH","          23",32,"           2",3,"          21",29,"          33",45,"          17",23,"          73",492.4,39.7,"          39",26,"Boston - Mozart","ELA","          35",48,"           4",5,"          31",42,"          28",38,"          10",14,"          73",499.5,44.5,"          39",41
"87",-71.0910405993954,42.3255486656123,37,40,50,"Hale Bldg","51 Cedar Street","Roxbury",2119,4113,4113,"Hale Elementary","Hale","ES"," "," ",766757.515094,2943920.26672,"Nathan Hale","0035","Boston","00350243","Suffolk",155,19,22,21,21,25,24,23,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350243,"Boston - Nathan Hale","SCIENCE AND TECH/ENG",5,21,2,8,3,13,16,67,3,13,24,65.6,"N/A","N/A","Boston - Nathan Hale","MATH","          36",50,"           8",11,"          28",39,"          32",44,"           4",6,"          72",501,64.1,"          46",58,"Boston - Nathan Hale","ELA","          41",57,"           7",10,"          34",47,"          27",38,"           4",6,"          72",503.6,50.3,"          46",57
"88",-71.1179103506743,42.2624191009593,106,112,89,"Hyde Park EC","655 Metropolitan Ave","Hyde Park",2136,1285,1285,"New Mission High","New Mission HS","6/7-12","Shared"," ",759643.696681,2921172.19422,"New Mission High School","0035","Boston","00350542","Suffolk",462,0,0,0,0,0,0,0,0,44,74,102,84,72,85,1,"Boston - New Mission High School","     320","       1","   0.3","   1.1","   0.0","   0.0","   0.0","Boston - New Mission High School","     135","468","","495",350542,"Boston - New Mission High School","SCIENCE AND TECH/ENG",33,52,3,5,30,48,30,48,0,0,63,84.9,"N/A","N/A","Boston - New Mission High School","MATH","          16",24,"           0",0,"          16",24,"          41",62,"           9",14,"          66",485,46.2,"          62",10,"Boston - New Mission High School","ELA","           8",12,"           0",0,"           8",12,"          43",65,"          15",23,"          66",481.7,37.1,"          62",4
"89",-71.0756002592987,42.2967884987679,60,64,82,"Holmes Bldg","40 School Street","Dorchester",2124,4084,4084,"Holmes Elementary","Holmes","ES"," "," ",770984.999994,2933459.99999,"O W Holmes","0035","Boston","00350138","Suffolk",335,25,54,47,49,53,60,47,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350138,"Boston - O W Holmes","SCIENCE AND TECH/ENG",8,26,2,6,6,19,13,42,10,32,31,62.1,"N/A","N/A","Boston - O W Holmes","MATH","          40",29,"           1",1,"          39",28,"          67",48,"          33",24,"         140",485.9,51.1,"          88",12,"Boston - O W Holmes","ELA","          52",37,"          13",9,"          39",28,"          65",46,"          23",16,"         140",494.3,58.2,"          86",22
"90",-71.0887925990821,42.3320386672274,35,38,48,"Madison Park Bldg #3 - O'Bryant","55 Malcolm X Blvd","Roxbury",2120,1030,1030,"O'Bryant Math & Sci.","O'Bryant School","6/7-12"," "," ",767354.011766,2946288.25978,"O'Bryant School Math/Science","0035","Boston","00350575","Suffolk",1535,0,0,0,0,0,0,0,0,160,174,330,358,259,254,0,"Boston - O'Bryant School Math/Science","   1,223","       7","   0.6","   0.0","   0.0","   0.7","   1.7","Boston - O'Bryant School Math/Science","     442","536","","571",350575,"Boston - O'Bryant School Math/Science","SCIENCE AND TECH/ENG",261,63,93,22,168,40,144,35,10,2,415,85.5,"N/A","N/A","Boston - O'Bryant School Math/Science","MATH","         290",86,"          30",9,"         260",77,"          47",14,"           0",0,"         337",513.5,62.5,"         321",94,"Boston - O'Bryant School Math/Science","ELA","         258",77,"          24",7,"         234",69,"          78",23,"           1",0,"         337",510.4,55.5,"         321",83
"91",-71.0301987437598,42.3321207686156,27,28,38,"Perry Bldg","745 E. Seventh Street","South Boston",2127,4592,4592,"Perry K-8","Perry K-8","K-8"," "," ",783197.000005,2946400,"Oliver Hazard Perry","0035","Boston","00350255","Suffolk",245,22,26,27,26,31,30,24,25,22,12,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350255,"Boston - Oliver Hazard Perry","SCIENCE AND TECH/ENG",4,16,2,8,2,8,16,64,5,20,25,62,"N/A","N/A","Boston - Oliver Hazard Perry","MATH","          51",46,"           5",4,"          46",41,"          44",39,"          17",15,"         112",499.7,60.9,"          73",52,"Boston - Oliver Hazard Perry","ELA","          37",33,"           5",4,"          32",29,"          46",41,"          29",26,"         112",492.3,45.9,"          73",17
"92",-71.0779090189748,42.3302752098986,29,30,42,"Orchard Gardens K-8","906 Albany Street","Roxbury",2119,4680,4680,"Orchard Gardens K-8","Orchard Gardens K-8","K-8"," "," ",770299.999993,2945660,"Orchard Gardens","0035","Boston","00350257","Suffolk",904,51,80,97,92,96,105,101,106,86,90,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350257,"Boston - Orchard Gardens","SCIENCE AND TECH/ENG",11,6,1,1,10,6,66,38,95,55,172,43.6,"N/A","N/A","Boston - Orchard Gardens","MATH","          65",13,"           2",0,"          63",12,"         245",47,"         210",40,"         520",476.6,41.5,"         387",3,"Boston - Orchard Gardens","ELA","          84",16,"           4",1,"          80",15,"         239",46,"         198",38,"         521",479.7,49.6,"         387",4
"93",-71.0304802923841,42.3785452983999,2,2,3,"Kennedy, P Bldg","343 Saratoga Street","East Boston",2128,4541,4541,"Kennedy Patrick Elem","PJ Kennedy","ES"," "," ",783027.745829,2963317.53394,"Patrick J Kennedy","0035","Boston","00350264","Suffolk",293,27,39,42,35,50,56,44,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350264,"Boston - Patrick J Kennedy","SCIENCE AND TECH/ENG",2,5,0,0,2,5,28,74,8,21,38,54.6,"N/A","N/A","Boston - Patrick J Kennedy","MATH","          41",28,"           2",1,"          39",27,"          78",54,"          25",17,"         144",487.9,42.3,"          86",14,"Boston - Patrick J Kennedy","ELA","          50",35,"           2",1,"          48",34,"          79",55,"          14",10,"         143",492.9,48.4,"          82",19
"94",-71.0427405832423,42.3176286662513,113,119,152,"Dever Bldg","325 Mt. Vernon Street","Dorchester",2125,4100,4100,"Dever Elementary","Dever","ES"," "," ",779834.141474,2941100.41289,"Paul A Dever","0035","Boston","00350268","Suffolk",410,34,59,63,68,61,69,56,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350268,"Boston - Paul A Dever","SCIENCE AND TECH/ENG",5,10,0,0,5,10,26,51,20,39,51,45.6,"N/A","N/A","Boston - Paul A Dever","MATH","          45",31,"           6",4,"          39",27,"          86",60,"          13",9,"         144",493.6,36.7,"          94",29,"Boston - Paul A Dever","ELA","          44",31,"           5",3,"          39",27,"          83",58,"          16",11,"         143",491.6,40.6,"          91",16
"95",-71.0868403249277,42.2821209447663,110,116,148,"Shaw, P.A. Bldg","429 Norfolk Street","Dorchester",2124,4670,4670,"P.A. Shaw (K1-3)","P.A. Shaw (K1-3)","ES"," "," ",767969.999991,2928099.99999,"Pauline Agassiz Shaw Elementary School","0035","Boston","00350014","Suffolk",198,33,38,43,40,44,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boston - Pauline Agassiz Shaw Elementary School","MATH","          14",22,"           0",0,"          14",22,"          38",60,"          11",17,"          63",486.5,NA,"",12,"Boston - Pauline Agassiz Shaw Elementary School","ELA","          17",27,"           2",3,"          15",24,"          41",65,"           5",8,"          63",493.7,NA,"",21
"96",-71.135330610979,42.2777686556127,90,96,126,"Bates Bldg","426 Beech Street","Roslindale",2131,4081,4081,"Bates Elementary","Bates","ES"," "," ",754855.145099,2926454.13215,"Phineas Bates","0035","Boston","00350278","Suffolk",251,19,37,39,40,34,40,42,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350278,"Boston - Phineas Bates","SCIENCE AND TECH/ENG",11,30,2,5,9,24,20,54,6,16,37,64.9,"N/A","N/A","Boston - Phineas Bates","MATH","          40",33,"           7",6,"          33",27,"          55",45,"          26",21,"         121",490.2,36.7,"          83",20,"Boston - Phineas Bates","ELA","          53",44,"           9",7,"          44",36,"          53",44,"          15",12,"         121",497.6,50.2,"          83",34
"97",-71.0690502465657,42.3484082933053,15,15,21,"Abraham Lincoln Building","152 Arlington Street","Boston",2116,1450,1450,"Quincy Upper School","Quincy Upper (6-12)","K-12"," "," ",772661.999995,2952280.00001,"Quincy Upper School","0035","Boston","00350565","Suffolk",549,0,0,0,0,0,0,0,143,93,58,62,62,59,59,13,"Boston - Quincy Upper School","     229","       0","   0.0","   0.0","   0.0","   0.0","   0.0","Boston - Quincy Upper School","      71","483","","495",350565,"Boston - Quincy Upper School","SCIENCE AND TECH/ENG",24,20,2,2,22,18,53,44,43,36,120,54.2,"N/A","N/A","Boston - Quincy Upper School","MATH","          86",32,"           3",1,"          83",31,"         136",51,"          46",17,"         268",490.3,32,"         260",20,"Boston - Quincy Upper School","ELA","          78",29,"          13",5,"          65",24,"         134",50,"          56",21,"         268",489.9,40.9,"         261",12
"98",-71.0981202064396,42.3139378832768,75,81,107,"Hernandez Bldg","61 School Street","Roxbury",2119,4053,4053,"Hernandez K-8","Hernandez K-8","K-8"," "," ",764862.999988,2939680,"Rafael Hernandez","0035","Boston","00350691","Suffolk",399,49,49,49,48,44,44,40,38,16,22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350691,"Boston - Rafael Hernandez","SCIENCE AND TECH/ENG",17,29,3,5,14,24,31,53,10,17,58,66.8,"N/A","N/A","Boston - Rafael Hernandez","MATH","          59",31,"           2",1,"          57",30,"         108",56,"          26",13,"         193",489.5,62.5,"         144",18,"Boston - Rafael Hernandez","ELA","          59",31,"           8",4,"          51",27,"         103",54,"          30",16,"         192",490.7,54.3,"         143",14
"99",-71.0491940584115,42.2942061770356,50,54,70,"Murphy Bldg","1 Worrell Street","Dorchester",2122,4400,4400,"Murphy K-8","Murphy K-8","K-8"," "," ",778133.906432,2932555.6167,"Richard J Murphy","0035","Boston","00350240","Suffolk",910,39,65,67,88,88,125,132,146,69,91,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350240,"Boston - Richard J Murphy","SCIENCE AND TECH/ENG",52,24,16,7,36,17,106,49,59,27,217,61.6,"N/A","N/A","Boston - Richard J Murphy","MATH","         324",49,"          34",5,"         290",44,"         234",35,"         108",16,"         666",497,45.3,"         528",42,"Boston - Richard J Murphy","ELA","         328",49,"          72",11,"         256",38,"         227",34,"         110",17,"         665",499.2,54.9,"         528",39
"100",-71.0581913442036,42.3231761948746,23,23,33,"Clap Bldg","35 Harvest Street","Dorchester",2125,4531,4531,"Clap Elementary","Clap","ES"," "," ",775644.999998,2943100,"Roger Clap","0035","Boston","00350298","Suffolk",137,15,18,16,20,29,27,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350298,"Boston - Roger Clap","SCIENCE AND TECH/ENG",1,8,1,8,0,0,7,54,5,38,13,46.2,"N/A","N/A","Boston - Roger Clap","MATH","          13",21,"           2",3,"          11",18,"          36",58,"          13",21,"          62",483.9,37.6,"          27",8,"Boston - Roger Clap","ELA","          16",26,"           5",8,"          11",18,"          39",63,"           7",11,"          62",492.3,38.9,"          27",17
"101",-71.0348903110476,42.3655630050993,9,9,12,"Adams Bldg","165 Webster Street","East Boston",2128,4361,4361,"Adams Elementary","Adams","ES"," "," ",781862.000004,2958580.00002,"Samuel Adams","0035","Boston","00350302","Suffolk",258,44,30,41,37,45,43,18,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350302,"Boston - Samuel Adams","SCIENCE AND TECH/ENG",6,19,2,6,4,13,12,38,14,44,32,51.6,"N/A","N/A","Boston - Samuel Adams","MATH","          21",20,"           1",1,"          20",19,"          58",56,"          24",23,"         103",487,44.7,"          53",13,"Boston - Samuel Adams","ELA","          33",32,"           0",0,"          33",32,"          50",49,"          19",19,"         102",490.3,47,"          52",13
"102",-71.071331405281,42.326217031375,22,22,31,"Mason Bldg","150 Norfolk Avenue","Roxbury",2119,4121,4121,"Mason Elementary","Mason","ES"," "," ",772085.999995,2944190,"Samuel W Mason","0035","Boston","00350304","Suffolk",241,27,36,38,37,37,37,29,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350304,"Boston - Samuel W Mason","SCIENCE AND TECH/ENG",7,21,1,3,6,18,13,39,13,39,33,53,"N/A","N/A","Boston - Samuel W Mason","MATH","          25",25,"           0",0,"          25",25,"          56",56,"          19",19,"         100",488.4,42.6,"          63",15,"Boston - Samuel W Mason","ELA","          34",34,"           4",4,"          30",30,"          54",54,"          12",12,"         100",492.5,49.2,"          63",18
"103",-71.0806620168016,42.2965601131686,111,117,149,"Greenwood, S Bldg","189 Glenway Street","Dorchester",2121,4130,4130,"Greenwood Sarah K-8","S. Greenwood K-8","K-8"," "," ",769615.999992,2933369.99999,"Sarah Greenwood","0035","Boston","00350308","Suffolk",389,42,44,47,46,48,34,49,31,23,25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350308,"Boston - Sarah Greenwood","SCIENCE AND TECH/ENG",1,2,0,0,1,2,21,38,34,61,56,36.2,"N/A","N/A","Boston - Sarah Greenwood","MATH","          14",7,"           0",0,"          14",7,"          87",44,"          99",50,"         200",472.3,35.1,"         153",2,"Boston - Sarah Greenwood","ELA","          31",16,"           1",1,"          30",15,"         108",55,"          59",30,"         198",480.2,45,"         152",4
"104",-71.0779705963906,42.3505786709993,17,17,24,"Snowden Hs Bldg","150 Newbury Street","Boston",2116,1200,1200,"Snowden International","Snowden HS","HS"," "," ",770246.740985,2953058.86974,"Snowden International School at Copley","0035","Boston","00350690","Suffolk",489,0,0,0,0,0,0,0,0,0,0,160,123,108,98,0,"Boston - Snowden International School at Copley","     444","      17","   3.8","   4.9","   2.9","   3.5","   3.6","Boston - Snowden International School at Copley","     126","454","","464",350690,"Boston - Snowden International School at Copley","SCIENCE AND TECH/ENG",30,37,2,2,28,34,37,45,15,18,82,68.3,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",-71.076791454941,42.2877921545001,57,61,78,"Dorchester Ed. Bldg #1 - Main","9 Peacevale Road","Dorchester",2124,1460,1460,"TechBoston Academy","TechBoston","6/7-12"," "," ",770678.999993,2930179.99999,"TechBoston Academy","0035","Boston","00350657","Suffolk",917,0,0,0,0,0,0,0,113,115,136,127,143,148,134,1,"Boston - TechBoston Academy","     559","       7","   1.3","   1.4","   0.7","   1.5","   1.5","Boston - TechBoston Academy","     177","426","","435",350657,"Boston - TechBoston Academy","SCIENCE AND TECH/ENG",55,25,4,2,51,23,97,44,70,32,222,56.9,"N/A","N/A","Boston - TechBoston Academy","MATH","          34",12,"           1",0,"          33",11,"         141",48,"         116",40,"         291",476.5,44,"         252",3,"Boston - TechBoston Academy","ELA","          75",26,"           3",1,"          72",25,"         125",43,"          91",31,"         291",482.6,49.1,"         254",5
"106",-71.1096006044375,42.3060086607993,76,82,108,"English Hs Bldg","144 Mcbride Street","Jamaica Plain",2130,1080,1080,"English High","English HS","HS"," "," ",761771.152625,2936776.03919,"The English High","0035","Boston","00350535","Suffolk",521,0,0,0,0,0,0,0,0,0,0,165,99,122,135,0,"Boston - The English High","     539","      23","   4.3","   3.3","   5.1","   3.4","   5.7","Boston - The English High","      78","436","","448",350535,"Boston - The English High","SCIENCE AND TECH/ENG",27,35,0,0,27,35,43,55,8,10,78,70.8,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",-71.053191537335,42.2865502504078,51,55,71,"Kenny Bldg","19 Oakton Avenue","Dorchester",2122,4390,4390,"Kenny Elementary","Kenny","ES"," "," ",777066.999999,2929759.99999,"Thomas J Kenny","0035","Boston","00350328","Suffolk",296,27,39,37,36,47,56,54,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350328,"Boston - Thomas J Kenny","SCIENCE AND TECH/ENG",0,0,0,0,0,0,22,67,11,33,33,45.5,"N/A","N/A","Boston - Thomas J Kenny","MATH","          53",35,"           4",3,"          49",32,"          67",44,"          31",21,"         151",490.2,60.2,"          94",20,"Boston - Thomas J Kenny","ELA","          50",34,"           5",3,"          45",31,"          80",54,"          17",12,"         147",492.1,51.7,"          91",16
"108",-71.0504296567631,42.3335737219707,31,34,34,"Gavin Bldg","215 Dorchester Street","South Boston",2127,2450,2450,"UP Academy Boston","UP Academy Boston","MS"," "," ",777724,2946900,"UP Academy Charter School of Boston","0480","UP Academy Charter School of Boston (District)","04800405","Suffolk",517,0,0,0,0,0,0,0,182,169,166,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800405,"UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston","SCIENCE AND TECH/ENG",8,5,0,0,8,5,94,62,50,33,152,49.8,"N/A","N/A","UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston","MATH","         166",34,"          12",2,"         154",31,"         219",45,"         106",22,"         491",490.5,58.1,"         442",21,"UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston","ELA","         139",28,"           7",1,"         132",27,"         248",51,"         104",21,"         491",487.8,51.7,"         439",10
"109",-71.0707294317282,42.2999261471246,48,52,67,"Marshall Bldg","35 Westville Street","Dorchester",2124,4345,4345,"UP Academy Charter School of Dorchester","UP Academy of Dorchester","K-8"," "," ",772296.999995,2934609.99999,"UP Academy Charter School of Dorchester","3505","UP Academy Charter School of Dorchester (District)","35050405","Suffolk",724,56,61,73,70,74,73,91,91,77,58,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35050405,"UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester","SCIENCE AND TECH/ENG",12,8,1,1,11,7,74,49,66,43,152,46.9,"N/A","N/A","UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester","MATH","         105",23,"           5",1,"         100",22,"         243",53,"         114",25,"         462",484.4,39.7,"         367",9,"UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester","ELA","         132",29,"           7",2,"         125",27,"         236",51,"          94",20,"         462",488.1,44.8,"         368",10
"110",-71.0738590186564,42.3056181290849,46,49,62,"Holland Bldg","85 Olney Street","Dorchester",2121,4250,4250,"UP Academy Holland","UP Holland","ES"," "," ",771439.999994,2936679.99999,"UP Academy Holland","0035","Boston","00350167","Suffolk",771,51,117,110,118,127,122,126,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350167,"Boston - UP Academy Holland","SCIENCE AND TECH/ENG",26,24,6,5,20,18,67,61,17,15,110,67.3,"N/A","N/A","Boston - UP Academy Holland","MATH","         121",34,"           4",1,"         117",33,"         147",41,"          88",25,"         356",490.1,66.1,"         199",20,"Boston - UP Academy Holland","ELA","         112",32,"           6",2,"         106",30,"         175",49,"          68",19,"         355",492,60.5,"         200",16
"111",-71.1743406240052,42.2822686542059,95,101,131,"West Roxbury Ed. Bldg","1205 V.F.W. Parkway","West Roxbury",2132,1253,1253,"Urban Science Academy","Urban Science Academy","HS","Shared","West Roxbury EC",744291.893473,2928051.28111,"Urban Science Academy","0035","Boston","00350579","Suffolk",328,0,0,0,0,0,0,0,0,0,0,74,74,79,96,5,"Boston - Urban Science Academy","     392","      34","   8.7","   4.2","   2.9","   3.9","  19.2","Boston - Urban Science Academy","      93","435","","437",350579,"Boston - Urban Science Academy","SCIENCE AND TECH/ENG",19,43,1,2,18,41,22,50,3,7,44,76.1,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",-71.0644305927585,42.3779986765793,13,13,16,"Warren-Prescott Bldg","50 School Street","Charlestown",2129,4283,4283,"Warren/Prescott K-8","Warren/Prescott K-8","K-8"," "," ",773855.716508,2963069.66485,"Warren-Prescott","0035","Boston","00350346","Suffolk",580,58,69,72,65,61,70,62,61,35,27,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350346,"Boston - Warren-Prescott","SCIENCE AND TECH/ENG",20,23,6,7,14,16,45,52,21,24,86,64.5,"N/A","N/A","Boston - Warren-Prescott","MATH","         160",51,"          31",10,"         129",41,"         115",37,"          38",12,"         313",502.3,54.1,"         227",63,"Boston - Warren-Prescott","ELA","         183",58,"          43",14,"         140",45,"         103",33,"          27",9,"         313",508,57.6,"         227",75
"113",-71.1249306072805,42.283638656671,72,78,101,"Irving Bldg","105 Cummins Highway","Roslindale",2131,2140,2140,"Irving Middle","Irving MS","MS"," "," ",757660.211213,2928605.45112,"Washington Irving Middle","0035","Boston","00350445","Suffolk",299,0,0,0,0,0,0,0,111,91,97,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350445,"Boston - Washington Irving Middle","SCIENCE AND TECH/ENG",1,1,0,0,1,1,23,27,61,72,85,31.5,"N/A","N/A","Boston - Washington Irving Middle","MATH","          23",8,"           3",1,"          20",7,"         145",50,"         120",42,"         288",474.6,34,"         261",3,"Boston - Washington Irving Middle","ELA","          43",15,"           4",1,"          39",13,"         130",45,"         116",40,"         289",477.2,36.5,"         262",2
"114",-71.1743406240052,42.2822686542059,30,32,131,"West Roxbury Ed. Bldg","1205 V.F.W. Parkway","West Roxbury",2132,1256,1256,"West Roxbury Academy","W. Roxbury Acad","HS","Shared"," ",744291.893473,2928051.28111,"West Roxbury Academy","0035","Boston","00350658","Suffolk",408,0,0,0,0,0,0,0,0,0,0,82,81,89,154,2,"Boston - West Roxbury Academy","     475","      20","   4.2","   2.7","   9.5","   4.3","   1.7","Boston - West Roxbury Academy","     110","432","","434",350658,"Boston - West Roxbury Academy","SCIENCE AND TECH/ENG",11,26,1,2,10,23,26,60,6,14,43,64.5,"N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",-71.0595494085743,42.3203824113407,28,29,39,"Russell Bldg","750 Columbia Road","Dorchester",2125,4530,4530,"Russell Elementary","Russell","ES"," "," ",775282.999998,2942080,"William E Russell","0035","Boston","00350366","Suffolk",397,58,59,58,61,57,49,55,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350366,"Boston - William E Russell","SCIENCE AND TECH/ENG",15,35,5,12,10,23,19,44,9,21,43,65.7,"N/A","N/A","Boston - William E Russell","MATH","          43",28,"           5",3,"          38",25,"          89",57,"          23",15,"         155",489.4,42.5,"          98",18,"Boston - William E Russell","ELA","          59",38,"           4",3,"          55",35,"          79",51,"          17",11,"         155",494.4,56.4,"          98",23
"116",-71.1333206089133,42.2516286509912,69,75,98,"Channing Bldg","35 Sunnyside Street","Hyde Park",2136,4201,4201,"Channing Elementary","Channing","ES"," "," ",755440.046859,2916930.68887,"William Ellery Channing","0035","Boston","00350360","Suffolk",208,30,33,38,39,26,26,16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350360,"Boston - William Ellery Channing","SCIENCE AND TECH/ENG",8,42,1,5,7,37,10,53,1,5,19,80.3,"N/A","N/A","Boston - William Ellery Channing","MATH","          14",21,"           0",0,"          14",21,"          36",54,"          17",25,"          67",483.7,53.9,"          40",8,"Boston - William Ellery Channing","ELA","          17",26,"           0",0,"          17",26,"          40",61,"           9",14,"          66",489.4,40.3,"          38",12
