"","X","Y","OBJECTID_1","OBJECTID","BLDG_ID","BLDG_NAME","ADDRESS","CITY","ZIPCODE","CSP_SCH_ID","SCH_ID","SCH_NAME","SCH_LABEL","SCH_TYPE","SHARED","COMPLEX","POINT_X","POINT_Y","school_name_2","ORG_CODE","DISTRICT_NAME","SCHOOL","COUNTY","School_Total","PK","K","Gr.1","Gr.2","Gr.3","Gr.4","Gr.5","Gr.6","Gr.7","Gr.8","Gr.9","Gr.10","Gr.11","Gr.12","SPED_Beyond_Grade_12"
"122",-71.0595494085743,42.3203824113407,28,29,39,"Russell Bldg","750 Columbia Road","Dorchester",2125,4530,4530,"Russell Elementary","Russell","ES"," "," ",775282.999998,2942080,"William E Russell","0035","Boston","00350366","Suffolk",397,58,59,58,61,57,49,55,0,0,0,0,0,0,0,0
"123",-71.1333206089133,42.2516286509912,69,75,98,"Channing Bldg","35 Sunnyside Street","Hyde Park",2136,4201,4201,"Channing Elementary","Channing","ES"," "," ",755440.046859,2916930.68887,"William Ellery Channing","0035","Boston","00350360","Suffolk",208,30,33,38,39,26,26,16,0,0,0,0,0,0,0,0
"124",-71.1496106142466,42.2607586521371,108,114,145,"Ohrenberger Bldg","175 West Boundary Road","West Roxbury",2132,4410,4410,"Ohrenberger 3-8","Ohrenberger 3-8","K-8"," "," ",751016.119559,2920239.24526,"William H Ohrenberger","0035","Boston","00350258","Suffolk",635,0,0,0,0,96,138,111,137,78,75,0,0,0,0,0
"125",-71.0735205940176,42.34436866956,18,18,26,"Mckinley Mackey Bldg","90 Warren Avenue","Boston",2116,1291,1291,"McKinley Elementary","McKinley Elem","Special","Shared"," ",771460.937914,2950801.81198,"William McKinley","0035","Boston","00350363","Suffolk",327,0,0,6,8,10,17,19,21,20,29,56,51,35,26,29
"126",-71.1067606060272,42.3479486694459,86,92,120,"Mckinley St Mary'S St Bldg","50 St. Mary Street","Boston",2215,1292,1292,"McKinley Middle","McKinley MS","Special"," "," ",762468.913618,2952063.25406,"William McKinley","0035","Boston","00350363","Suffolk",327,0,0,6,8,10,17,19,21,20,29,56,51,35,26,29
"127",-71.0992606033254,42.3434386693501,85,91,119,"Mckinley Peterborough Bldg","97 Peterborough Street","Boston",2215,1293,1293,"McKinley Prep High Sch","McKinley Prep HS","Special"," "," ",764504.051412,2950429.15966,"William McKinley","0035","Boston","00350363","Suffolk",327,0,0,6,8,10,17,19,21,20,29,56,51,35,26,29
"128",-71.0735205940176,42.34436866956,19,19,26,"Mckinley Mackey Bldg","90 Warren Avenue","Boston",2116,1294,1294,"McKinley So. End Acad","McKinley S. End Acad","Special","Shared"," ",771460.937914,2950801.81198,"William McKinley","0035","Boston","00350363","Suffolk",327,0,0,6,8,10,17,19,21,20,29,56,51,35,26,29
"129",-71.0878410542977,42.3157400348818,40,43,54,"Trotter Bldg","135 Humboldt Avenue","Dorchester",2121,4580,4580,"Trotter K-8","Trotter K-8","K-8"," "," ",767639.999991,2940350,"William Monroe Trotter","0035","Boston","00350370","Suffolk",503,37,65,60,64,63,64,54,44,27,25,0,0,0,0,0
"130",-71.1553485997662,42.3476017034881,100,106,137,"Winship Bldg","54 Dighton Street","Brighton",2135,4173,4173,"Winship Elementary","Winship","ES"," "," ",749335.000006,2951880.00001,"Winship Elementary","0035","Boston","00350374","Suffolk",199,44,43,31,25,21,17,18,0,0,0,0,0,0,0,0
"131",-71.0950023342651,42.2823146600886,61,65,85,"Lewenberg Bldg","20 Outlook Road","Mattapan",2126,4600,4600,"Young Achievers K-8","Young Achievers K-8","K-8"," "," ",765760.999989,2928159.99999,"Young Achievers","0035","Boston","00350380","Suffolk",569,43,54,60,60,54,98,81,43,43,33,0,0,0,0,0
